user_idx,window_number,method,family,historical_weight,shift_signal,historical_loss,online_loss,method_loss,historical_coverage,online_coverage,expected_coverage
802,20,OnlineOnly,online,0.0,0.22575472620848303,0.8160000000000001,0.04800000000000004,0.04800000000000004,0.184,0.952,0.952
802,20,StaticMixture,static,0.25,0.22575472620848303,0.8160000000000001,0.04800000000000004,0.24000000000000005,0.184,0.952,0.76
802,20,Hedge,hedge,1.1253516205509559e-07,0.22575472620848303,0.8160000000000001,0.04800000000000004,0.0480000864270045,0.184,0.952,0.9519999135729955
802,20,ShiftAwareAdaptiveTrust,shift,0.42900263164763613,0.22575472620848303,0.8160000000000001,0.04800000000000004,0.37747402110538464,0.184,0.952,0.6225259788946154
802,21,PredictionOnly,prediction,1.0,0.23635499474275484,0.756,0.33599999999999997,0.756,0.244,0.664,0.244
802,21,OnlineOnly,online,0.0,0.23635499474275484,0.756,0.33599999999999997,0.33599999999999997,0.244,0.664,0.664
802,21,StaticMixture,static,0.25,0.23635499474275484,0.756,0.33599999999999997,0.441,0.244,0.664,0.5589999999999999
802,21,Hedge,hedge,2.4222109038617044e-08,0.23635499474275484,0.756,0.33599999999999997,0.3360000101732858,0.244,0.664,0.6639999898267142
802,21,ShiftAwareAdaptiveTrust,shift,0.38749219260152773,0.23635499474275484,0.756,0.33599999999999997,0.4987467208926416,0.244,0.664,0.5012532791073584
802,22,PredictionOnly,prediction,1.0,0.24479149508435952,0.6599999999999999,0.42800000000000005,0.6599999999999999,0.34,0.572,0.3400000000000001
802,22,OnlineOnly,online,0.0,0.24479149508435952,0.6599999999999999,0.42800000000000005,0.42800000000000005,0.34,0.572,0.572
802,22,StaticMixture,static,0.25,0.24479149508435952,0.6599999999999999,0.42800000000000005,0.48600000000000004,0.34,0.572,0.514
802,22,Hedge,hedge,1.0456939515559194e-08,0.24479149508435952,0.6599999999999999,0.42800000000000005,0.42800000242601,0.34,0.572,0.57199999757399
802,22,ShiftAwareAdaptiveTrust,shift,0.39800204199530304,0.24479149508435952,0.6599999999999999,0.42800000000000005,0.5203364737429104,0.34,0.572,0.47966352625708963
802,23,PredictionOnly,prediction,1.0,0.25450900990779085,0.724,0.41200000000000003,0.724,0.276,0.588,0.276
802,23,OnlineOnly,online,0.0,0.25450900990779085,0.724,0.41200000000000003,0.41200000000000003,0.276,0.588,0.588
802,23,StaticMixture,static,0.25,0.25450900990779085,0.724,0.41200000000000003,0.49000000000000005,0.276,0.588,0.51
802,23,Hedge,hedge,6.574942484174349e-09,0.25450900990779085,0.724,0.41200000000000003,0.4120000020513821,0.276,0.588,0.5879999979486179
802,23,ShiftAwareAdaptiveTrust,shift,0.4271410123791298,0.25450900990779085,0.724,0.41200000000000003,0.5452679958622886,0.276,0.588,0.4547320041377114
802,24,PredictionOnly,prediction,1.0,0.25956699253340576,0.732,0.20399999999999996,0.732,0.268,0.796,0.268
802,24,OnlineOnly,online,0.0,0.25956699253340576,0.732,0.20399999999999996,0.20399999999999996,0.268,0.796,0.796
802,24,StaticMixture,static,0.25,0.25956699253340576,0.732,0.20399999999999996,0.33599999999999997,0.268,0.796,0.664
802,24,Hedge,hedge,3.5228341906111973e-09,0.25956699253340576,0.732,0.20399999999999996,0.20400000186005643,0.268,0.796,0.7959999981399436
802,24,ShiftAwareAdaptiveTrust,shift,0.4405669492971541,0.25956699253340576,0.732,0.20399999999999996,0.43661934922889734,0.268,0.796,0.5633806507711027
802,25,PredictionOnly,prediction,1.0,0.26709374545249287,0.744,0.532,0.744,0.256,0.468,0.256
802,25,OnlineOnly,online,0.0,0.26709374545249287,0.744,0.532,0.532,0.256,0.468,0.46799999999999997
