user_idx,n_windows,spearman_rho,spearman_p_value
887,19,-0.5802211815526681,0.009204434178362307
890,5,-0.35909242322980395,0.5528147466433508
892,4,0.39999999999999997,0.6000000000000001
894,8,-0.1077863635721933,0.7994604266184203
896,8,-0.2347382389307855,0.5757667268704587
897,5,-0.19999999999999998,0.7470600781046621
898,6,0.11595420713048969,0.8268482133858149
899,5,-0.8999999999999998,0.03738607346849874
900,3,1.0,0.0
901,12,-0.3047290137271806,0.3355078216764544
902,3,1.0,0.0
903,5,0.051298917604257706,0.934712848108234
906,19,-0.6162010030432516,0.004963277138388043
908,6,-0.3142857142857143,0.5440932944606415
909,15,-0.5663118813587966,0.027744532760554313
910,6,-0.2,0.7040000000000001
911,5,0.11180339887498947,0.8579446176050994
916,73,-0.06916885739084473,0.560919749934857
917,11,-0.43280294519929496,0.18364949835388208
918,4,-1.0,0.0
919,10,-0.12727272727272726,0.7260570147627894
921,5,-0.7,0.1881204043741873
924,14,-0.23425771892656788,0.42018363228350575
925,21,-0.47700408104771186,0.02878243257752563
927,14,0.17381748691882032,0.5523230858668635
928,17,0.2078011488678745,0.4235260386266445
929,8,-0.7142857142857144,0.046528232284167255
930,14,-0.1563880445677052,0.5934114827966738
931,6,-0.7714285714285715,0.07239650145772594
933,3,-1.0,0.0
936,5,,
937,9,0.912141875543738,0.000606850679471502
938,8,0.07793496079856871,0.8544625776862839
940,14,,
941,7,-0.4684874806016907,0.2889967715971478
943,5,,
944,3,0.5,0.6666666666666666
945,7,-0.16216874328520064,0.7282995630820221
947,4,-0.39999999999999997,0.6000000000000001
949,3,1.0,0.0
952,17,-0.6108526454841672,0.009192502819296455
955,4,0.10540925533894598,0.894590744661054
958,12,-0.7762237762237763,0.002992863680185982
959,4,0.6000000000000001,0.4
960,19,-0.7750579009580877,9.72189748257788e-05
962,3,1.0,0.0
963,13,-0.18395669772775455,0.547436938733596
964,12,-0.07746670967243986,0.81087645719889
965,7,-0.4531634835874829,0.30718124105410644
